Season,League,Player_id,Player,Age,Birth_date,Nation,Height,Team,Appearances,Minutes,Position,Rating,Shots Total,Shots On,Goals,Assists,Passes Total,Passes Key,Tackles Total,Blocks,Interceptions,Duels Total,Duels Won,Dribbles Attempted,Dribbles Success,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Weekly Wages $
2025-26,0,0.0,D Bentley,0.0,0,0,0.0,Wolves,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27154.0
2023-24,Italy Serie A,30537.0,D Berardi,56.1,1970-01-01 00:00:00,Italy,183.0,Sassuolo,17.0,1437.0,Attacker,7.0870579199999995,38.0,24.0,9.0,3.0,559.0,27.0,17.0,0.0,13.0,168.0,65.0,25.0,11.0,28.0,28.0,6.0,0.0,0.0
2025-26,Italy Serie A,30537.0,D Berardi,31.5,1994-08-01 00:00:00,Italy,183.0,Sassuolo,11.0,898.0,Attacker,6.8831999999999995,18.0,10.0,4.0,3.0,297.0,15.0,14.0,0.0,12.0,90.0,41.0,16.0,5.0,17.0,14.0,2.0,0.0,125159.0
2023-24,England League Two,18606.0,D Bernard,56.1,1970-01-01 00:00:00,Republic Of Ireland,180.0,Forest Green,37.0,2554.0,Defender,6.49274967,2.0,1.0,0.0,0.0,1399.0,14.0,36.0,8.0,38.0,257.0,132.0,33.0,22.0,22.0,25.0,6.0,0.0,0.0
2023-24,England Championship,138807.0,D Bernard,56.1,1970-01-01 00:00:00,Jamaica,189.0,Sheffield Weds,32.0,2728.0,Defender,6.8000625,12.0,3.0,0.0,2.0,1271.0,7.0,48.0,25.0,36.0,270.0,157.0,20.0,12.0,19.0,32.0,8.0,0.0,0.0
2024-25,England Championship,138807.0,D Bernard,25.3,2000-10-14 00:00:00,Jamaica,189.0,Sheffield Weds,27.0,2238.0,Defender,6.7184439,13.0,4.0,2.0,0.0,1158.0,7.0,30.0,22.0,27.0,202.0,123.0,1.0,1.0,13.0,26.0,8.0,1.0,0.0
2023-24,France Ligue 1,21565.0,D Bertaud,56.1,1970-01-01 00:00:00,Congo Dr,180.0,Montpellier,4.0,360.0,Goalkeeper,6.5475,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,France Ligue 1,21565.0,D Bertaud,27.6,1998-06-06 00:00:00,France,180.0,Montpellier,4.0,360.0,Goalkeeper,6.03,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.0
2024-25,Netherlands Eredivisie,40220.0,D Bielica,26.7,1999-04-30 00:00:00,Poland,191.0,NAC Breda,32.0,2880.0,Goalkeeper,7.37415625,0.0,0.0,0.0,0.0,990.0,0.0,1.0,0.0,0.0,11.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2025-26,Netherlands Eredivisie,40220.0,D Bielica,26.7,1999-04-30 00:00:00,Poland,191.0,NAC Breda,19.0,1717.0,Goalkeeper,7.5293,0.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
2023-24,Spain La Liga,531.0,D Blind,56.1,1970-01-01 00:00:00,Netherlands,180.0,Girona,34.0,2972.0,Defender,7.14129388,12.0,6.0,1.0,2.0,2523.0,17.0,47.0,19.0,21.0,195.0,115.0,25.0,17.0,12.0,19.0,6.0,0.0,0.0
2024-25,Spain La Liga,531.0,D Blind,35.9,1990-03-09 00:00:00,Netherlands,180.0,Girona,34.0,2778.0,Defender,7.07594082,6.0,4.0,0.0,2.0,2437.0,19.0,49.0,9.0,31.0,179.0,97.0,26.0,15.0,16.0,19.0,2.0,0.0,35286.0
2025-26,Spain La Liga,531.0,D Blind,35.9,1990-03-09 00:00:00,Netherlands,180.0,Girona,18.0,1493.0,Defender,6.9589,0.0,0.0,0.0,0.0,1079.0,7.0,37.0,11.0,21.0,118.0,70.0,8.0,5.0,6.0,9.0,1.0,0.0,40069.0
2023-24,Italy Serie A,291780.0,D Boloca,56.1,1970-01-01 00:00:00,Romania,188.0,Sassuolo,30.0,2024.0,Midfielder,6.6934,9.0,4.0,1.0,0.0,1055.0,14.0,48.0,13.0,14.0,195.0,107.0,35.0,28.0,7.0,25.0,6.0,1.0,0.0
2025-26,Italy Serie A,291780.0,D Boloca,27.1,1998-12-22 00:00:00,Romania,188.0,Sassuolo,2.0,135.0,Midfielder,5.805000000000001,2.0,0.0,0.0,0.0,56.0,1.0,2.0,0.0,2.0,9.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,24987.0
2024-25,Portugal Liga I,201155.0,D Borges,22.8,2003-04-06 00:00:00,Brazil,183.0,Santa Clara,16.0,180.0,Midfielder,5.8919994,3.0,0.0,0.0,0.0,80.0,2.0,10.0,2.0,6.0,79.0,40.0,5.0,5.0,6.0,19.0,1.0,0.0,0.0
2023-24,England League Two,36912.0,D Bouzanis,56.1,1970-01-01 00:00:00,Australia,185.0,Sutton Utd,17.0,1417.0,Goalkeeper,6.20791604,1.0,0.0,0.0,0.0,783.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2023-24,Italy Serie A,14327.0,D Bradaric,56.1,1970-01-01 00:00:00,Croatia,178.0,Salernitana,34.0,2751.0,Defender,6.91614615,14.0,4.0,0.0,3.0,1210.0,36.0,29.0,7.0,32.0,198.0,106.0,44.0,20.0,34.0,14.0,5.0,0.0,0.0
2024-25,Italy Serie A,14327.0,D Bradaric,26.1,1999-12-10 00:00:00,Croatia,178.0,Verona,28.0,1945.0,Defender,6.6044993,5.0,4.0,1.0,0.0,538.0,25.0,36.0,4.0,15.0,161.0,81.0,33.0,15.0,14.0,21.0,6.0,0.0,25374.0
2025-26,Italy Serie A,14327.0,D Bradaric,26.1,1999-12-10 00:00:00,Croatia,178.0,Verona,17.0,1320.0,Midfielder,6.5835,5.0,4.0,0.0,0.0,376.0,16.0,21.0,2.0,6.0,71.0,38.0,14.0,4.0,7.0,7.0,2.0,0.0,0.0
2024-25,Portugal Liga I,41892.0,D Braganca,26.7,1999-05-27 00:00:00,Portugal,178.0,Sporting,18.0,1081.0,Midfielder,6.75755472,21.0,9.0,3.0,4.0,674.0,21.0,24.0,1.0,5.0,112.0,64.0,15.0,10.0,22.0,14.0,3.0,0.0,0.0
2024-25,Spain La Liga,47361.0,D Brasanac,34.0,1992-02-12 00:00:00,Serbia,178.0,Leganes,30.0,1612.0,Midfielder,6.401999999999999,8.0,3.0,1.0,2.0,486.0,9.0,27.0,11.0,17.0,158.0,62.0,6.0,2.0,13.0,38.0,4.0,0.0,10308.0
2023-24,England Premier,18870.0,D Brooks,56.1,1970-01-01 00:00:00,Wales,173.0,Bournemouth,13.0,272.0,Midfielder,6.0646149000000005,12.0,5.0,1.0,1.0,112.0,8.0,5.0,0.0,2.0,32.0,11.0,10.0,4.0,1.0,6.0,1.0,0.0,0.0
2024-25,England Premier,18870.0,D Brooks,28.6,1997-07-08 00:00:00,Wales,173.0,Bournemouth,29.0,949.0,Midfielder,6.187,22.0,12.0,2.0,0.0,348.0,21.0,14.0,2.0,5.0,119.0,50.0,31.0,11.0,18.0,11.0,3.0,0.0,61063.0
2025-26,England Premier,18870.0,D Brooks,28.6,1997-07-08 00:00:00,Wales,173.0,Bournemouth,19.0,951.0,Midfielder,6.4224000000000006,27.0,12.0,1.0,2.0,341.0,20.0,15.0,0.0,3.0,105.0,46.0,32.0,15.0,12.0,11.0,6.0,0.0,67885.0
2023-24,England Championship,18870.0,D Brooks,56.1,1970-01-01 00:00:00,Wales,173.0,Southampton,20.0,1027.0,Midfielder,6.545800000000001,19.0,10.0,2.0,6.0,483.0,26.0,14.0,2.0,2.0,115.0,57.0,36.0,17.0,23.0,9.0,2.0,0.0,0.0
2024-25,England Championship,290721.0,D Brown,20.3,2005-10-16 00:00:00,England,182.0,Derby,15.0,379.0,Attacker,5.912307,5.0,2.0,1.0,0.0,55.0,1.0,5.0,1.0,2.0,58.0,21.0,6.0,3.0,3.0,7.0,0.0,0.0,0.0
2025-26,England League One,290721.0,D Brown,20.3,2005-10-16 00:00:00,England,182.0,Port Vale,13.0,397.0,Attacker,5.9984,6.0,2.0,0.0,1.0,80.0,5.0,3.0,0.0,1.0,64.0,22.0,9.0,6.0,3.0,15.0,0.0,0.0,0.0
2023-24,England Championship,37242.0,D Burgzorg,56.1,1970-01-01 00:00:00,Suriname,186.0,Huddersfield,33.0,2211.0,Attacker,6.719125,39.0,25.0,7.0,2.0,345.0,23.0,12.0,0.0,6.0,224.0,95.0,73.0,38.0,34.0,16.0,4.0,0.0,0.0
2024-25,England Championship,37242.0,D Burgzorg,27.2,1998-11-07 00:00:00,Netherlands,186.0,Middlesbrough,42.0,2181.0,Attacker,6.56828516,38.0,21.0,5.0,2.0,485.0,26.0,39.0,1.0,3.0,261.0,129.0,69.0,31.0,45.0,21.0,2.0,0.0,0.0
2025-26,England Championship,37242.0,D Burgzorg,27.2,1998-11-07 00:00:00,Netherlands,186.0,Middlesbrough,25.0,1100.0,Attacker,6.3936,19.0,8.0,2.0,2.0,259.0,23.0,9.0,0.0,3.0,111.0,49.0,29.0,10.0,22.0,7.0,1.0,0.0,0.0
2023-24,England Premier,18961.0,D Burn,56.1,1970-01-01 00:00:00,England,198.0,Newcastle,33.0,2733.0,Defender,7.03633266,17.0,6.0,2.0,2.0,1496.0,10.0,61.0,25.0,37.0,302.0,176.0,6.0,4.0,11.0,32.0,4.0,0.0,0.0
2024-25,England Premier,18961.0,D Burn,33.7,1992-05-09 00:00:00,England,198.0,Newcastle,37.0,3330.0,Defender,7.187729340000001,20.0,7.0,1.0,1.0,1993.0,9.0,39.0,26.0,27.0,328.0,200.0,4.0,3.0,12.0,34.0,11.0,0.0,67169.0
2025-26,England Premier,18961.0,D Burn,33.7,1992-05-09 00:00:00,England,198.0,Newcastle,15.0,1258.0,Defender,6.4974,1.0,0.0,0.0,2.0,614.0,5.0,19.0,5.0,15.0,167.0,85.0,2.0,2.0,8.0,24.0,4.0,0.0,95039.0
2024-25,England League Two,133199.0,D Burns,23.5,2002-08-06 00:00:00,Republic Of Ireland,176.0,Grimsby,9.0,243.0,Midfielder,5.8275,1.0,1.0,0.0,0.0,64.0,2.0,3.0,0.0,4.0,52.0,22.0,11.0,4.0,10.0,3.0,1.0,0.0,0.0
2025-26,England League Two,133199.0,D Burns,23.5,2002-08-06 00:00:00,Republic Of Ireland,176.0,Grimsby,22.0,1328.0,Midfielder,6.596,18.0,9.0,1.0,2.0,381.0,26.0,25.0,1.0,7.0,224.0,93.0,63.0,30.0,21.0,20.0,3.0,0.0,0.0
2023-24,England League One,82054.0,D Butler,56.1,1970-01-01 00:00:00,England,175.0,Stevenage,43.0,3733.0,Defender,7.37676112,11.0,6.0,1.0,2.0,1503.0,60.0,78.0,17.0,33.0,325.0,199.0,14.0,5.0,35.0,41.0,10.0,1.0,0.0
2024-25,England League One,82054.0,D Butler,31.4,1994-08-26 00:00:00,England,175.0,Stevenage,32.0,2509.0,Defender,6.6542,6.0,2.0,0.0,0.0,1030.0,17.0,35.0,7.0,18.0,203.0,131.0,13.0,11.0,13.0,22.0,6.0,0.0,0.0
2025-26,England League One,82054.0,D Butler,31.4,1994-08-26 00:00:00,England,175.0,Stevenage,13.0,807.0,Defender,6.58,1.0,0.0,0.0,1.0,294.0,3.0,14.0,5.0,5.0,76.0,49.0,3.0,2.0,7.0,11.0,2.0,0.0,0.0
2023-24,England League One,19486.0,D Butterworth,56.1,1970-01-01 00:00:00,England,183.0,Carlisle,28.0,973.0,Attacker,6.187,26.0,11.0,4.0,1.0,256.0,16.0,8.0,0.0,3.0,128.0,40.0,35.0,19.0,9.0,5.0,2.0,0.0,0.0
2024-25,England League Two,19486.0,D Butterworth,26.4,1999-09-14 00:00:00,England,183.0,Swindon,34.0,1897.0,Attacker,6.2719996799999995,2.0,1.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0
2025-26,England League Two,19486.0,D Butterworth,26.4,1999-09-14 00:00:00,England,183.0,Swindon,10.0,227.0,Midfielder,6.039,5.0,3.0,0.0,0.0,79.0,3.0,7.0,0.0,0.0,37.0,18.0,6.0,3.0,7.0,3.0,2.0,0.0,0.0
2023-24,England League One,18958.0,D Button,56.1,1970-01-01 00:00:00,England,191.0,Reading,37.0,3284.0,Goalkeeper,6.89256724,1.0,0.0,0.0,1.0,1262.0,1.0,1.0,0.0,0.0,20.0,20.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
2024-25,England League One,18958.0,D Button,36.9,1989-02-27 00:00:00,England,191.0,Reading,5.0,450.0,Goalkeeper,6.408,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-24,Italy Serie A,1627.0,D Calabria,56.1,1970-01-01 00:00:00,Italy,177.0,AC Milan,29.0,2195.0,Defender,6.86172366,16.0,8.0,1.0,3.0,1299.0,13.0,70.0,7.0,24.0,210.0,107.0,20.0,6.0,19.0,25.0,4.0,1.0,0.0
2024-25,Italy Serie A,1627.0,D Calabria,29.1,1996-12-06 00:00:00,Italy,177.0,AC Milan,7.0,317.0,Defender,6.1363629,3.0,0.0,0.0,1.0,347.0,13.0,12.0,0.0,3.0,52.0,26.0,3.0,0.0,5.0,7.0,0.0,0.0,73348.0
2024-25,Italy Serie A,1627.0,D Calabria,29.1,1996-12-06 00:00:00,Italy,177.0,Bologna,11.0,630.0,Defender,6.1363629,3.0,0.0,0.0,1.0,347.0,13.0,12.0,0.0,3.0,52.0,26.0,3.0,0.0,5.0,7.0,3.0,0.0,0.0
2023-24,France Ligue 1,1902.0,D Caletacar,56.1,1970-01-01 00:00:00,Croatia,192.0,Lyon,24.0,1992.0,Defender,6.7579163399999995,5.0,1.0,0.0,0.0,1201.0,7.0,26.0,14.0,18.0,125.0,89.0,2.0,1.0,5.0,16.0,2.0,1.0,0.0
2024-25,France Ligue 1,1902.0,D Caletacar,29.4,1996-09-17 00:00:00,Croatia,192.0,Lyon,19.0,1585.0,Defender,6.7236306599999995,8.0,1.0,1.0,0.0,980.0,2.0,20.0,25.0,17.0,119.0,69.0,2.0,1.0,9.0,27.0,9.0,0.0,46784.0
2025-26,Spain La Liga,1902.0,D Caletacar,29.4,1996-09-17 00:00:00,Croatia,192.0,Sociedad,14.0,1057.0,Defender,6.5668999999999995,5.0,1.0,0.0,0.0,682.0,3.0,9.0,10.0,12.0,91.0,51.0,0.0,0.0,6.0,15.0,4.0,1.0,0.0
2024-25,Portugal Liga I,41234.0,D Calila,27.3,1998-10-10 00:00:00,Portugal,180.0,Santa Clara,31.0,1753.0,Defender,6.52403182,11.0,4.0,1.0,2.0,523.0,16.0,42.0,5.0,11.0,173.0,76.0,22.0,7.0,19.0,36.0,9.0,0.0,0.0
2025-26,Portugal Liga I,41234.0,D Calila,27.3,1998-10-10 00:00:00,Portugal,180.0,Santa Clara,12.0,320.0,Defender,5.913,2.0,1.0,0.0,0.0,97.0,1.0,2.0,2.0,3.0,40.0,16.0,10.0,2.0,7.0,5.0,3.0,0.0,0.0
2023-24,England Premier,18766.0,D Calvertlewin,56.1,1970-01-01 00:00:00,England,187.0,Everton,32.0,2189.0,Attacker,6.755875,65.0,31.0,7.0,2.0,433.0,19.0,13.0,4.0,4.0,431.0,196.0,40.0,14.0,32.0,31.0,2.0,0.0,0.0
2024-25,England Premier,18766.0,D Calvertlewin,28.9,1997-03-16 00:00:00,England,187.0,Everton,26.0,1612.0,Attacker,6.402460799999999,42.0,20.0,3.0,1.0,282.0,8.0,9.0,2.0,7.0,283.0,127.0,23.0,10.0,23.0,27.0,2.0,0.0,122125.0
2025-26,England Premier,18766.0,D Calvertlewin,28.9,1997-03-16 00:00:00,England,187.0,Leeds,20.0,1404.0,Attacker,6.741899999999999,37.0,19.0,9.0,1.0,219.0,13.0,8.0,1.0,2.0,252.0,99.0,22.0,6.0,23.0,23.0,1.0,0.0,0.0
2025-26,Spain La Liga,46966.0,D Calvo,31.8,1994-04-01 00:00:00,Spain,190.0,Oviedo,9.0,704.0,Defender,6.551799999999999,0.0,0.0,0.0,0.0,349.0,0.0,11.0,4.0,5.0,49.0,33.0,1.0,0.0,3.0,6.0,3.0,0.0,7203.0
2024-25,Italy Serie A,91424.0,D Camara,23.9,2002-02-18 00:00:00,Cote Divoire,179.0,Parma,21.0,429.0,Midfielder,5.9449995,9.0,5.0,0.0,0.0,174.0,5.0,9.0,0.0,3.0,92.0,46.0,27.0,17.0,17.0,17.0,3.0,0.0,3370.0
2023-24,England League Two,44813.0,D Campbell,56.1,1970-01-01 00:00:00,Scotland,181.0,Barrow,45.0,3135.0,Midfielder,7.0025996699999995,20.0,11.0,4.0,0.0,1867.0,45.0,95.0,1.0,52.0,279.0,166.0,21.0,9.0,41.0,26.0,5.0,0.0,0.0
2024-25,England League Two,44813.0,D Campbell,24.9,2001-03-19 00:00:00,Scotland,181.0,Barrow,33.0,2609.0,Midfielder,6.87781738,16.0,9.0,1.0,0.0,1474.0,14.0,62.0,11.0,48.0,298.0,154.0,12.0,6.0,46.0,32.0,7.0,0.0,0.0
2025-26,England League One,44813.0,D Campbell,24.9,2001-03-19 00:00:00,Scotland,181.0,Northampton,23.0,1991.0,Midfielder,7.313,4.0,2.0,0.0,4.0,875.0,25.0,42.0,10.0,12.0,185.0,109.0,14.0,10.0,23.0,13.0,1.0,0.0,0.0
2024-25,Spain La Liga,156488.0,D Cardenas,28.8,1997-03-28 00:00:00,Spain,186.0,Vallecano,6.0,540.0,Goalkeeper,6.12,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8921.0
2025-26,0,0.0,D Cardenas,0.0,0,0,0.0,Vallecano,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10130.0
2023-24,England Premier,21090.0,D Carlos,56.1,1970-01-01 00:00:00,Brazil,186.0,Aston Villa,27.0,1811.0,Defender,6.45948123,8.0,1.0,0.0,0.0,1339.0,3.0,27.0,19.0,13.0,120.0,53.0,4.0,2.0,4.0,26.0,4.0,0.0,0.0
2024-25,England Premier,21090.0,D Carlos,32.9,1993-03-15 00:00:00,Brazil,186.0,Aston Villa,10.0,828.0,Defender,6.090400000000001,4.0,1.0,0.0,0.0,600.0,0.0,8.0,7.0,5.0,47.0,22.0,2.0,2.0,1.0,11.0,1.0,0.0,122125.0
2025-26,Italy Serie A,21090.0,D Carlos,32.9,1993-03-15 00:00:00,Brazil,186.0,Como,15.0,1241.0,Defender,6.712999999999999,2.0,1.0,0.0,0.0,886.0,2.0,19.0,10.0,10.0,99.0,54.0,0.0,0.0,6.0,21.0,5.0,0.0,0.0
2025-26,Spain La Liga,41970.0,D Carmo,26.5,1999-07-19 00:00:00,Portugal,196.0,Oviedo,14.0,1092.0,Defender,6.7816,7.0,3.0,1.0,0.0,674.0,3.0,21.0,12.0,12.0,116.0,72.0,2.0,2.0,3.0,18.0,6.0,0.0,0.0
2023-24,Scotland Premier,127409.0,D Carson,56.1,1970-01-01 00:00:00,England,178.0,Livingston,10.0,588.0,Midfielder,5.957,2.0,0.0,0.0,0.0,147.0,1.0,10.0,4.0,5.0,34.0,16.0,1.0,0.0,4.0,6.0,2.0,0.0,0.0
2023-24,Spain La Liga,733.0,D Carvajal,56.1,1970-01-01 00:00:00,Spain,173.0,Real Madrid,28.0,2176.0,Defender,7.1463328200000005,16.0,10.0,4.0,3.0,1270.0,22.0,48.0,9.0,22.0,185.0,96.0,20.0,9.0,19.0,23.0,4.0,0.0,0.0
2024-25,Spain La Liga,733.0,D Carvajal,34.0,1992-01-11 00:00:00,Spain,173.0,Real Madrid,8.0,611.0,Defender,6.67,2.0,1.0,1.0,0.0,402.0,5.0,12.0,3.0,10.0,47.0,27.0,5.0,2.0,6.0,3.0,2.0,0.0,206563.0
2025-26,Spain La Liga,733.0,D Carvajal,34.0,1992-01-11 00:00:00,Spain,173.0,Real Madrid,7.0,376.0,Defender,6.237,1.0,0.0,0.0,0.0,228.0,2.0,9.0,1.0,2.0,30.0,18.0,2.0,1.0,4.0,4.0,0.0,0.0,234561.0
2023-24,Scotland Premier,69414.0,D Casey,56.1,1970-01-01 00:00:00,Republic Of Ireland,185.0,Motherwell,28.0,2484.0,Defender,6.944665860000001,23.0,8.0,3.0,2.0,997.0,6.0,42.0,29.0,18.0,224.0,143.0,3.0,3.0,8.0,18.0,8.0,0.0,0.0
2024-25,Scotland Premier,69414.0,D Casey,28.2,1997-10-29 00:00:00,Republic Of Ireland,185.0,Motherwell,33.0,2783.0,Defender,7.24121209,29.0,10.0,3.0,2.0,1221.0,14.0,61.0,24.0,30.0,236.0,152.0,7.0,2.0,19.0,19.0,4.0,2.0,0.0
2025-26,England League One,69414.0,D Casey,28.2,1997-10-29 00:00:00,Republic Of Ireland,185.0,Wycombe,16.0,1291.0,Defender,6.8191,6.0,5.0,2.0,1.0,629.0,3.0,14.0,19.0,14.0,90.0,56.0,1.0,1.0,2.0,6.0,3.0,0.0,0.0
2025-26,England League Two,138876.0,D Cashman,25.0,2001-01-08 00:00:00,England,182.0,Crawley Town,5.0,298.0,Attacker,5.796,2.0,1.0,0.0,0.0,90.0,4.0,8.0,0.0,1.0,37.0,14.0,11.0,4.0,2.0,3.0,1.0,0.0,0.0
2024-25,Italy Serie A,1852.0,D Cataldi,31.5,1994-08-06 00:00:00,Italy,180.0,Fiorentina,26.0,1665.0,Midfielder,6.71725,7.0,5.0,3.0,0.0,968.0,16.0,25.0,8.0,22.0,100.0,56.0,7.0,3.0,22.0,15.0,1.0,0.0,55110.0
2023-24,Italy Serie A,1852.0,D Cataldi,56.1,1970-01-01 00:00:00,Italy,180.0,Lazio,28.0,1360.0,Midfielder,6.5177135999999996,10.0,2.0,1.0,0.0,894.0,11.0,24.0,7.0,17.0,82.0,44.0,8.0,6.0,8.0,17.0,8.0,0.0,0.0
2025-26,Italy Serie A,1852.0,D Cataldi,31.5,1994-08-06 00:00:00,Italy,180.0,Lazio,19.0,1437.0,Midfielder,6.771599999999999,14.0,4.0,2.0,2.0,800.0,16.0,22.0,5.0,16.0,87.0,44.0,14.0,6.0,7.0,17.0,5.0,0.0,62580.0
2023-24,Spain La Liga,748.0,D Ceballos,56.1,1970-01-01 00:00:00,Spain,179.0,Real Madrid,20.0,584.0,Midfielder,6.1477638400000005,3.0,1.0,0.0,2.0,528.0,11.0,10.0,2.0,0.0,76.0,36.0,13.0,5.0,19.0,5.0,2.0,0.0,0.0
2024-25,Spain La Liga,748.0,D Ceballos,29.5,1996-08-07 00:00:00,Spain,179.0,Real Madrid,23.0,1218.0,Midfielder,6.868363199999999,5.0,3.0,0.0,0.0,1328.0,22.0,41.0,4.0,14.0,124.0,81.0,11.0,8.0,30.0,13.0,4.0,0.0,206563.0
2025-26,Spain La Liga,748.0,D Ceballos,29.5,1996-08-07 00:00:00,Spain,179.0,Real Madrid,12.0,412.0,Midfielder,6.486,2.0,0.0,0.0,0.0,371.0,7.0,17.0,4.0,6.0,57.0,32.0,13.0,3.0,11.0,5.0,0.0,0.0,234561.0
2023-24,England League One,82483.0,D Charles,56.1,1970-01-01 00:00:00,Northern Ireland,178.0,Bolton,36.0,2665.0,Attacker,6.8654439,69.0,32.0,16.0,1.0,360.0,16.0,34.0,0.0,2.0,270.0,111.0,44.0,26.0,47.0,54.0,3.0,0.0,0.0
2024-25,England League One,82483.0,D Charles,30.3,1995-10-07 00:00:00,Northern Ireland,178.0,Bolton,24.0,1280.0,Attacker,6.42725,38.0,21.0,7.0,3.0,163.0,11.0,17.0,0.0,1.0,141.0,61.0,35.0,15.0,21.0,23.0,1.0,0.0,0.0
2024-25,England League One,82483.0,D Charles,30.3,1995-10-07 00:00:00,Northern Ireland,178.0,Huddersfield,18.0,1138.0,Attacker,6.42725,38.0,21.0,0.0,3.0,163.0,11.0,17.0,0.0,1.0,141.0,61.0,35.0,15.0,21.0,23.0,2.0,0.0,0.0
2025-26,England League One,82483.0,D Charles,30.3,1995-10-07 00:00:00,Northern Ireland,178.0,Huddersfield,19.0,787.0,Attacker,6.2134,15.0,8.0,2.0,4.0,99.0,12.0,11.0,1.0,1.0,98.0,32.0,17.0,4.0,16.0,20.0,0.0,0.0,0.0
2023-24,England League Two,154807.0,D Chesters,56.1,1970-01-01 00:00:00,England,177.0,Salford,13.0,692.0,Midfielder,5.912307,4.0,1.0,0.0,1.0,197.0,10.0,19.0,0.0,7.0,95.0,46.0,11.0,6.0,6.0,8.0,1.0,0.0,0.0
2024-25,England League Two,154807.0,D Chesters,23.8,2002-04-04 00:00:00,England,177.0,Salford,7.0,449.0,Midfielder,6.2614278,1.0,0.0,0.0,1.0,147.0,7.0,6.0,0.0,2.0,46.0,26.0,7.0,5.0,9.0,2.0,2.0,0.0,0.0
2025-26,Netherlands Eredivisie,474378.0,D ChristoffelAnnumassamoahKonadu,19.7,2006-05-03 00:00:00,Netherlands,173.0,Ajax,5.0,93.0,Attacker,5.976,3.0,1.0,0.0,0.0,17.0,0.0,2.0,0.0,1.0,18.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2023-24,England Championship,162076.0,D Cirkin,56.1,1970-01-01 00:00:00,England,182.0,Sunderland,8.0,504.0,Defender,6.1875,6.0,1.0,0.0,1.0,243.0,5.0,11.0,6.0,4.0,75.0,35.0,5.0,2.0,12.0,8.0,3.0,0.0,0.0
2024-25,England Championship,162076.0,D Cirkin,23.8,2002-04-06 00:00:00,England,182.0,Sunderland,39.0,3041.0,Defender,6.92746065,23.0,7.0,3.0,2.0,1161.0,18.0,95.0,15.0,43.0,422.0,217.0,55.0,22.0,55.0,50.0,9.0,0.0,0.0
2025-26,England Premier,162076.0,D Cirkin,23.8,2002-04-06 00:00:00,England,182.0,Sunderland,6.0,302.0,Defender,6.066000000000001,0.0,0.0,0.0,0.0,89.0,0.0,8.0,1.0,5.0,30.0,17.0,4.0,3.0,2.0,2.0,1.0,0.0,13577.0
2024-25,France Ligue 1,343792.0,D Cisse,22.0,2004-01-31 00:00:00,France,188.0,Rennes,14.0,1130.0,Midfielder,6.77485632,11.0,7.0,1.0,0.0,620.0,6.0,35.0,4.0,13.0,130.0,66.0,17.0,13.0,14.0,25.0,4.0,0.0,0.0
2025-26,France Ligue 1,343792.0,D Cisse,22.0,2004-01-31 00:00:00,France,188.0,Rennes,15.0,781.0,Midfielder,6.3936,12.0,5.0,0.0,0.0,394.0,10.0,26.0,4.0,4.0,92.0,46.0,20.0,8.0,8.0,14.0,2.0,0.0,8104.0
2024-25,Netherlands Eredivisie,159350.0,D Cleonise,24.1,2001-12-08 00:00:00,Netherlands,179.0,Waalwijk,25.0,1093.0,Attacker,6.36288,6.0,4.0,1.0,2.0,196.0,20.0,6.0,0.0,3.0,87.0,34.0,28.0,13.0,11.0,6.0,1.0,0.0,0.0
2023-24,England League One,20038.0,D Cole,56.1,1970-01-01 00:00:00,England,185.0,Barnsley,48.0,3703.0,Attacker,7.0510625000000005,71.0,43.0,18.0,3.0,616.0,34.0,25.0,7.0,1.0,478.0,172.0,62.0,22.0,29.0,40.0,5.0,0.0,0.0
