Season,League,Player_id,Player,Age,Birth_date,Nation,Height,Team,Appearances,Minutes,Position,Rating,Shots Total,Shots On,Goals,Assists,Passes Total,Passes Key,Tackles Total,Blocks,Interceptions,Duels Total,Duels Won,Dribbles Attempted,Dribbles Success,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Weekly Wages $
2024-25,England League Two,18096.0,T Williams,31.3,1994-10-21 00:00:00,England,188.0,Chesterfield,10.0,702.0,Defender,6.1299999000000005,2.0,1.0,0.0,0.0,383.0,2.0,11.0,2.0,10.0,68.0,44.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0
2025-26,England League Two,305732.0,T Wilsonbrown,21.3,2004-10-05 00:00:00,England,194.0,Swindon,16.0,1086.0,Defender,6.451199999999999,3.0,3.0,0.0,0.0,523.0,3.0,18.0,7.0,12.0,164.0,103.0,1.0,1.0,3.0,12.0,1.0,0.0,0.0
2023-24,England League Two,138930.0,T Wright,56.1,1970-01-01 00:00:00,Republic Of Ireland,179.0,Bradford,14.0,903.0,Attacker,6.400570640000001,13.0,8.0,2.0,0.0,297.0,20.0,13.0,0.0,6.0,106.0,48.0,22.0,13.0,9.0,13.0,5.0,0.0,0.0
2024-25,England League Two,138930.0,T Wright,24.3,2001-09-22 00:00:00,Republic Of Ireland,179.0,Bradford,28.0,1702.0,Attacker,6.53866656,6.0,4.0,0.0,3.0,642.0,32.0,30.0,2.0,16.0,169.0,77.0,32.0,12.0,14.0,19.0,3.0,0.0,0.0
2025-26,England League One,138930.0,T Wright,24.3,2001-09-22 00:00:00,Republic Of Ireland,179.0,Bradford,23.0,1356.0,Attacker,6.5281,10.0,4.0,0.0,2.0,437.0,22.0,18.0,2.0,7.0,169.0,76.0,30.0,16.0,28.0,18.0,3.0,0.0,0.0
2025-26,France Ligue 1,363792.0,T Yegbe,25.0,2001-01-25 00:00:00,Ghana,195.0,Metz,15.0,1248.0,Defender,6.3063,4.0,1.0,0.0,1.0,774.0,3.0,10.0,11.0,14.0,57.0,30.0,2.0,1.0,7.0,11.0,1.0,0.0,0.0
2023-24,Scotland Premier,296645.0,T Yengi,56.1,1970-01-01 00:00:00,Australia,197.0,Livingston,16.0,1151.0,Attacker,6.61714272,18.0,8.0,4.0,2.0,217.0,8.0,18.0,2.0,2.0,243.0,87.0,17.0,6.0,24.0,31.0,5.0,0.0,0.0
2025-26,Scotland Premier,296645.0,T Yengi,23.2,2002-11-28 00:00:00,Australia,197.0,Livingston,19.0,1065.0,Attacker,6.5572,15.0,11.0,2.0,0.0,289.0,11.0,14.0,2.0,7.0,217.0,99.0,27.0,14.0,23.0,25.0,1.0,0.0,0.0
2025-26,Scotland Premier,388510.0,T Yogane,20.3,2005-09-24 00:00:00,England,178.0,Dundee,21.0,1226.0,Midfielder,6.7124,4.0,1.0,0.0,2.0,236.0,23.0,12.0,1.0,3.0,164.0,92.0,33.0,18.0,56.0,9.0,1.0,0.0,0.0
2024-25,England League One,388510.0,T Yogane,20.3,2005-09-24 00:00:00,England,178.0,Exeter,17.0,684.0,Midfielder,5.8976469,4.0,3.0,0.0,2.0,84.0,10.0,7.0,0.0,0.0,123.0,45.0,18.0,6.0,30.0,9.0,0.0,0.0,0.0
2024-25,England Premier,196156.0,Thiago,24.6,2001-06-26 00:00:00,Brazil,191.0,Brentford,8.0,168.0,Attacker,6.01875,2.0,0.0,0.0,0.0,54.0,2.0,5.0,0.0,2.0,31.0,18.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0
2025-26,England Premier,196156.0,Thiago,24.6,2001-06-26 00:00:00,Brazil,191.0,Brentford,23.0,1934.0,Attacker,7.2718,46.0,31.0,16.0,1.0,369.0,12.0,20.0,2.0,6.0,282.0,107.0,32.0,18.0,16.0,39.0,4.0,0.0,0.0
2025-26,Portugal Liga I,41453.0,Tomane,33.3,1992-10-23 00:00:00,Portugal,186.0,AVS,15.0,1157.0,Attacker,6.8579,14.0,6.0,1.0,0.0,246.0,10.0,2.0,1.0,1.0,236.0,117.0,14.0,2.0,41.0,16.0,3.0,0.0,0.0
2024-25,Portugal Liga I,41453.0,Tomane,33.3,1992-10-23 00:00:00,Portugal,186.0,Farense,24.0,1658.0,Attacker,6.684916019999999,22.0,10.0,3.0,0.0,354.0,19.0,15.0,2.0,2.0,361.0,179.0,22.0,9.0,49.0,36.0,1.0,0.0,0.0
2024-25,Portugal Liga I,41112.0,Trincao,26.1,1999-12-29 00:00:00,Portugal,184.0,Sporting,34.0,2956.0,Attacker,7.84314615,67.0,35.0,9.0,14.0,988.0,75.0,51.0,2.0,13.0,333.0,180.0,134.0,68.0,57.0,25.0,1.0,0.0,0.0
2025-26,Portugal Liga I,41112.0,Trincao,26.1,1999-12-29 00:00:00,Portugal,184.0,Sporting,19.0,1643.0,Midfielder,7.5396,27.0,15.0,4.0,7.0,741.0,48.0,23.0,1.0,6.0,152.0,72.0,67.0,27.0,17.0,11.0,0.0,0.0,0.0
2023-24,Germany Bundesliga,1809.0,Tuta,56.1,1970-01-01 00:00:00,Brazil,185.0,Ein Frankfurt,30.0,2608.0,Defender,7.05316633,14.0,7.0,1.0,2.0,1838.0,14.0,63.0,12.0,34.0,262.0,143.0,25.0,11.0,17.0,28.0,2.0,1.0,0.0
2024-25,Germany Bundesliga,1809.0,Tuta,26.6,1999-07-04 00:00:00,Brazil,185.0,Ein Frankfurt,30.0,2277.0,Defender,7.03633266,8.0,5.0,2.0,1.0,1424.0,4.0,44.0,21.0,41.0,206.0,110.0,17.0,13.0,9.0,30.0,8.0,0.0,29735.0
2025-26,0,0.0,Tuta,0.0,0,0,0.0,Ein Frankfurt,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33766.0
2024-25,France Ligue 1,367637.0,U Akdag,22.3,2003-10-06 00:00:00,Romania,192.0,Toulouse,9.0,503.0,Defender,6.0399999,1.0,0.0,0.0,0.0,325.0,2.0,8.0,8.0,11.0,49.0,28.0,1.0,1.0,1.0,8.0,2.0,0.0,3172.0
2025-26,0,0.0,U Egiluz,0.0,0,0,0.0,Ath Bilbao,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978.0
2025-26,Spain La Liga,46941.0,U Elgezabal,32.8,1993-04-25 00:00:00,Spain,185.0,Levante,11.0,933.0,Defender,6.363199999999999,2.0,0.0,0.0,0.0,393.0,2.0,8.0,16.0,3.0,73.0,43.0,0.0,0.0,5.0,11.0,2.0,0.0,18909.0
2024-25,Portugal Liga I,41592.0,U Embalo,24.7,2001-05-06 00:00:00,Portugal,170.0,Guimaraes,7.0,141.0,Attacker,5.9657139,3.0,2.0,2.0,0.0,60.0,0.0,2.0,1.0,1.0,20.0,9.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0
2023-24,France Ligue 1,943.0,U Garcia,56.1,1970-01-01 00:00:00,Switzerland,182.0,Marseille,13.0,906.0,Defender,6.31969144,7.0,5.0,0.0,0.0,430.0,8.0,21.0,3.0,7.0,110.0,59.0,16.0,10.0,11.0,15.0,0.0,0.0,0.0
2024-25,France Ligue 1,943.0,U Garcia,30.0,1996-01-11 00:00:00,Switzerland,182.0,Marseille,20.0,930.0,Defender,6.476104619999999,5.0,2.0,2.0,2.0,521.0,9.0,14.0,1.0,8.0,93.0,47.0,18.0,7.0,9.0,8.0,2.0,0.0,17841.0
2025-26,France Ligue 1,943.0,U Garcia,30.0,1996-01-11 00:00:00,Switzerland,182.0,Marseille,4.0,211.0,Defender,5.697,2.0,1.0,0.0,0.0,84.0,1.0,3.0,2.0,0.0,17.0,7.0,3.0,1.0,2.0,4.0,1.0,1.0,20260.0
2023-24,Spain La Liga,46652.0,U Garcia,56.1,1970-01-01 00:00:00,Spain,186.0,Osasuna,9.0,559.0,Defender,5.8599999,2.0,1.0,1.0,0.0,194.0,1.0,12.0,1.0,8.0,42.0,17.0,1.0,0.0,1.0,9.0,5.0,0.0,0.0
2024-25,0,0.0,U Garcia,0.0,0,0,0.0,Osasuna,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10507.0
2024-25,England League One,17482.0,U Godwinmalife,25.7,2000-05-09 00:00:00,England,180.0,Burton,42.0,3496.0,Defender,7.0971902799999995,12.0,4.0,1.0,3.0,1094.0,27.0,39.0,15.0,43.0,330.0,192.0,52.0,35.0,56.0,21.0,4.0,0.0,0.0
2025-26,England League One,17482.0,U Godwinmalife,25.7,2000-05-09 00:00:00,England,180.0,Burton,18.0,1440.0,Defender,6.7816,5.0,3.0,1.0,0.0,549.0,4.0,22.0,11.0,20.0,135.0,84.0,10.0,4.0,20.0,12.0,5.0,0.0,0.0
2023-24,England League Two,17482.0,U Godwinmalife,56.1,1970-01-01 00:00:00,England,180.0,Swindon,42.0,3683.0,Defender,7.11926112,7.0,2.0,1.0,3.0,2348.0,27.0,57.0,16.0,46.0,373.0,223.0,83.0,50.0,37.0,22.0,4.0,0.0,0.0
2023-24,Spain La Liga,332308.0,U Gomez,56.1,1970-01-01 00:00:00,Spain,183.0,Ath Bilbao,25.0,867.0,Midfielder,6.171360000000001,11.0,8.0,2.0,0.0,239.0,12.0,12.0,2.0,2.0,122.0,56.0,25.0,11.0,20.0,11.0,1.0,0.0,0.0
2024-25,Spain La Liga,332308.0,U Gomez,22.7,2003-05-25 00:00:00,Spain,183.0,Ath Bilbao,32.0,1280.0,Midfielder,6.3,13.0,4.0,1.0,3.0,281.0,10.0,12.0,1.0,2.0,147.0,69.0,21.0,10.0,18.0,12.0,1.0,0.0,5947.0
2025-26,Spain La Liga,332308.0,U Gomez,22.7,2003-05-25 00:00:00,Spain,183.0,Ath Bilbao,13.0,418.0,Midfielder,6.081200000000001,5.0,3.0,1.0,1.0,113.0,4.0,7.0,1.0,0.0,47.0,18.0,7.0,2.0,4.0,2.0,0.0,0.0,6753.0
2024-25,Spain La Liga,183699.0,U Gonzalez,24.9,2001-03-20 00:00:00,Spain,189.0,Espanyol,17.0,1383.0,Midfielder,6.53929344,3.0,2.0,0.0,2.0,427.0,10.0,46.0,12.0,8.0,151.0,83.0,17.0,6.0,11.0,15.0,2.0,0.0,0.0
2025-26,Spain La Liga,183699.0,U Gonzalez,24.9,2001-03-20 00:00:00,Spain,189.0,Espanyol,19.0,1247.0,Midfielder,6.517,6.0,1.0,0.0,1.0,455.0,6.0,28.0,4.0,17.0,132.0,61.0,6.0,3.0,19.0,17.0,3.0,0.0,0.0
2023-24,Spain La Liga,183699.0,U Gonzalez,56.1,1970-01-01 00:00:00,Spain,189.0,Sociedad,5.0,155.0,Midfielder,5.742,1.0,0.0,0.0,0.0,89.0,0.0,4.0,0.0,1.0,21.0,12.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
2024-25,0,0.0,U GonzalezDeZarate,0.0,0,0,0.0,Sociedad,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8128.0
2025-26,0,0.0,U GonzalezDeZarate,0.0,0,0,0.0,Sociedad,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229.0
2023-24,England League One,44877.0,U Ikpeazu,56.1,1970-01-01 00:00:00,Uganda,190.0,Port Vale,20.0,1071.0,Attacker,6.302,29.0,15.0,1.0,1.0,237.0,7.0,11.0,2.0,0.0,228.0,93.0,30.0,14.0,34.0,32.0,2.0,0.0,0.0
2024-25,Scotland Premier,44877.0,U Ikpeazu,30.9,1995-02-28 00:00:00,Uganda,190.0,St Johnstone,4.0,227.0,Attacker,6.12,11.0,3.0,0.0,0.0,40.0,7.0,1.0,0.0,0.0,61.0,24.0,8.0,3.0,6.0,10.0,2.0,0.0,0.0
2025-26,Spain La Liga,183776.0,U Izeta,26.3,1999-09-29 00:00:00,Spain,175.0,Ath Bilbao,8.0,123.0,Attacker,5.760000000000001,4.0,2.0,0.0,0.0,41.0,2.0,2.0,0.0,0.0,18.0,6.0,3.0,1.0,1.0,3.0,1.0,0.0,5853.0
2023-24,Spain La Liga,47285.0,U Lopez,56.1,1970-01-01 00:00:00,Spain,170.0,Vallecano,35.0,2126.0,Midfielder,6.6975993,25.0,5.0,1.0,2.0,1365.0,31.0,49.0,3.0,16.0,258.0,109.0,38.0,22.0,22.0,60.0,9.0,0.0,0.0
2024-25,Spain La Liga,47285.0,U Lopez,30.2,1995-10-30 00:00:00,Spain,170.0,Vallecano,32.0,1720.0,Midfielder,6.6717812499999996,19.0,11.0,3.0,1.0,1186.0,19.0,31.0,6.0,20.0,155.0,77.0,20.0,16.0,21.0,18.0,9.0,1.0,10705.0
2025-26,Spain La Liga,47285.0,U Lopez,30.2,1995-10-30 00:00:00,Spain,170.0,Vallecano,16.0,1038.0,Midfielder,6.6057,8.0,3.0,0.0,3.0,706.0,22.0,19.0,3.0,13.0,89.0,41.0,9.0,7.0,8.0,23.0,6.0,0.0,12156.0
2023-24,Spain La Liga,189832.0,U Marrero,56.1,1970-01-01 00:00:00,Spain,189.0,Sociedad,2.0,141.0,Goalkeeper,6.03,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,Spain La Liga,189832.0,U Marrero,24.3,2001-10-09 00:00:00,Spain,189.0,Sociedad,2.0,180.0,Goalkeeper,7.02,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.0
2025-26,0,0.0,U Marrero,0.0,0,0,0.0,Sociedad,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4052.0
2025-26,France Ligue 1,378353.0,U Mboula,22.7,2003-04-30 00:00:00,Gabon,185.0,Metz,5.0,294.0,Defender,6.048,0.0,0.0,0.0,0.0,201.0,0.0,5.0,1.0,3.0,24.0,16.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0
2024-25,Spain La Liga,47277.0,U Nunez,29.0,1997-01-30 00:00:00,Spain,186.0,Ath Bilbao,10.0,644.0,Defender,6.45022212,1.0,0.0,0.0,0.0,325.0,1.0,10.0,4.0,16.0,56.0,31.0,2.0,2.0,5.0,10.0,4.0,0.0,33700.0
2023-24,Spain La Liga,47277.0,U Nunez,56.1,1970-01-01 00:00:00,Spain,186.0,Celta Vigo,34.0,2801.0,Defender,7.13123487,18.0,5.0,1.0,0.0,1628.0,10.0,50.0,24.0,51.0,297.0,172.0,12.0,10.0,24.0,37.0,4.0,0.0,0.0
2025-26,Spain La Liga,47277.0,U Nunez,29.0,1997-01-30 00:00:00,Spain,186.0,Celta Vigo,4.0,360.0,Defender,6.0075,1.0,0.0,0.0,0.0,140.0,1.0,11.0,3.0,7.0,39.0,21.0,2.0,2.0,0.0,9.0,0.0,0.0,38268.0
2025-26,Italy Serie A,47277.0,U Nunez,29.0,1997-01-30 00:00:00,Spain,186.0,Verona,17.0,1265.0,Defender,6.4944,4.0,1.0,0.0,0.0,552.0,5.0,24.0,13.0,23.0,140.0,70.0,12.0,9.0,10.0,27.0,5.0,0.0,0.0
2024-25,Portugal Liga I,47087.0,U Racic,27.9,1998-03-17 00:00:00,Serbia,193.0,Braga,14.0,722.0,Midfielder,6.4991422000000005,10.0,5.0,3.0,1.0,423.0,7.0,19.0,2.0,8.0,68.0,39.0,4.0,2.0,8.0,14.0,5.0,0.0,0.0
2023-24,Italy Serie A,47087.0,U Racic,56.1,1970-01-01 00:00:00,Serbia,193.0,Sassuolo,22.0,814.0,Midfielder,6.049,9.0,3.0,1.0,1.0,369.0,6.0,11.0,6.0,7.0,75.0,40.0,7.0,6.0,12.0,6.0,1.0,0.0,0.0
2025-26,0,0.0,U Racic,0.0,0,0,0.0,Sassuolo,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14407.0
2024-25,England Championship,47087.0,U Racic,27.9,1998-03-17 00:00:00,Serbia,193.0,West Brom,21.0,911.0,Midfielder,6.251618960000001,16.0,5.0,0.0,2.0,440.0,7.0,25.0,3.0,10.0,109.0,56.0,13.0,8.0,9.0,14.0,2.0,0.0,0.0
2025-26,Spain La Liga,334878.0,U Raghouber,22.5,2003-07-13 00:00:00,France,180.0,Levante,2.0,114.0,Midfielder,6.075,0.0,0.0,0.0,0.0,42.0,0.0,4.0,0.0,2.0,16.0,10.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
2025-26,0,0.0,U Raghouber,0.0,0,0,0.0,Lille,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.0
2023-24,Spain La Liga,31406.0,U Sadiq,56.1,1970-01-01 00:00:00,Nigeria,192.0,Sociedad,26.0,1076.0,Attacker,6.30523048,28.0,10.0,3.0,1.0,179.0,10.0,15.0,0.0,0.0,248.0,94.0,48.0,31.0,19.0,45.0,4.0,0.0,0.0
2024-25,Spain La Liga,31406.0,U Sadiq,29.0,1997-02-02 00:00:00,Nigeria,192.0,Sociedad,7.0,224.0,Attacker,5.811427800000001,2.0,0.0,0.0,0.0,45.0,1.0,2.0,1.0,1.0,47.0,17.0,9.0,5.0,1.0,8.0,1.0,0.0,23788.0
2025-26,Spain La Liga,31406.0,U Sadiq,29.0,1997-02-02 00:00:00,Nigeria,192.0,Sociedad,5.0,159.0,Attacker,5.760000000000001,2.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,26.0,7.0,5.0,1.0,2.0,2.0,1.0,0.0,27013.0
2024-25,Spain La Liga,31406.0,U Sadiq,29.0,1997-02-02 00:00:00,Nigeria,192.0,Valencia,16.0,825.0,Attacker,5.940570640000001,2.0,0.0,5.0,0.0,45.0,1.0,2.0,1.0,1.0,47.0,17.0,9.0,5.0,1.0,8.0,4.0,0.0,0.0
2023-24,Spain La Liga,47270.0,U Simon,56.1,1970-01-01 00:00:00,Spain,190.0,Ath Bilbao,36.0,3184.0,Goalkeeper,7.3215829900000005,0.0,0.0,0.0,0.0,1079.0,1.0,1.0,0.0,1.0,23.0,21.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0
2024-25,Spain La Liga,47270.0,U Simon,28.6,1997-06-11 00:00:00,Spain,190.0,Ath Bilbao,21.0,1890.0,Goalkeeper,7.019571239999999,0.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,84845.0
2025-26,Spain La Liga,47270.0,U Simon,28.6,1997-06-11 00:00:00,Spain,190.0,Ath Bilbao,21.0,1890.0,Goalkeeper,7.2203,0.0,0.0,0.0,0.0,621.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,96346.0
2023-24,Germany Bundesliga,279907.0,U Tohumcu,56.1,1970-01-01 00:00:00,Germany,175.0,Hoffenheim,20.0,1013.0,Midfielder,6.2791999999999994,7.0,3.0,0.0,2.0,409.0,9.0,17.0,1.0,6.0,102.0,46.0,15.0,3.0,24.0,10.0,5.0,0.0,0.0
2024-25,Germany Bundesliga,279907.0,U Tohumcu,21.5,2004-08-11 00:00:00,Germany,175.0,Hoffenheim,12.0,369.0,Midfielder,5.976,2.0,1.0,0.0,1.0,124.0,3.0,9.0,0.0,3.0,38.0,19.0,7.0,4.0,6.0,6.0,3.0,0.0,11299.0
2025-26,Germany Bundesliga,279907.0,U Tohumcu,21.5,2004-08-11 00:00:00,Germany,175.0,Hoffenheim,5.0,138.0,Midfielder,5.8500000000000005,2.0,0.0,0.0,0.0,46.0,0.0,3.0,0.0,0.0,12.0,6.0,2.0,1.0,2.0,2.0,2.0,0.0,12831.0
2025-26,Spain La Liga,182639.0,U Vencedor,25.2,2000-11-15 00:00:00,Spain,176.0,Levante,13.0,769.0,Midfielder,6.451199999999999,0.0,0.0,0.0,0.0,381.0,10.0,21.0,5.0,6.0,103.0,43.0,6.0,3.0,8.0,24.0,3.0,1.0,0.0
2025-26,0,0.0,U VencedorParis,0.0,0,0,0.0,Ath Bilbao,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33766.0
2024-25,Portugal Liga I,80476.0,Ulisses,26.3,1999-09-28 00:00:00,Brazil,183.0,Nacional,29.0,2562.0,Defender,7.05258558,17.0,5.0,2.0,0.0,1296.0,4.0,46.0,31.0,39.0,226.0,125.0,16.0,14.0,16.0,38.0,5.0,1.0,0.0
2025-26,Portugal Liga I,80476.0,Ulisses,26.3,1999-09-28 00:00:00,Brazil,183.0,Nacional,5.0,224.0,Defender,5.688000000000001,1.0,1.0,0.0,0.0,113.0,0.0,3.0,2.0,7.0,26.0,12.0,1.0,1.0,2.0,9.0,3.0,0.0,0.0
2025-26,0,0.0,V Addo,0.0,0,0,0.0,Lecce,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2926.0
2023-24,England League One,19801.0,V Adeboyejo,56.1,1970-01-01 00:00:00,Nigeria,178.0,Bolton,38.0,2067.0,Attacker,6.46313472,25.0,19.0,10.0,1.0,417.0,12.0,8.0,0.0,3.0,226.0,56.0,27.0,15.0,14.0,29.0,3.0,0.0,0.0
2024-25,England League One,19801.0,V Adeboyejo,28.0,1998-01-12 00:00:00,Nigeria,178.0,Bolton,27.0,1184.0,Attacker,6.1513599999999995,15.0,8.0,3.0,0.0,192.0,5.0,6.0,0.0,4.0,175.0,54.0,22.0,6.0,16.0,13.0,2.0,0.0,0.0
2024-25,England League Two,281975.0,V Adedokun,22.9,2003-02-14 00:00:00,Republic Of Ireland,182.0,Cheltenham,15.0,1033.0,Defender,6.07813272,2.0,2.0,0.0,2.0,311.0,7.0,18.0,6.0,5.0,96.0,47.0,7.0,4.0,7.0,7.0,1.0,0.0,0.0
2025-26,Italy Serie A,339872.0,V Adzic,19.7,2006-05-12 00:00:00,Montenegro,185.0,Juventus,9.0,180.0,Midfielder,5.949000000000001,5.0,4.0,1.0,0.0,94.0,4.0,4.0,0.0,2.0,26.0,7.0,7.0,1.0,1.0,3.0,0.0,0.0,16658.0
2024-25,0,0.0,V Atangana,0.0,0,0,0.0,Reims,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9119.0
2023-24,France Ligue 1,343351.0,V AtanganaEdoa,56.1,1970-01-01 00:00:00,France,173.0,Reims,15.0,553.0,Midfielder,6.0059997,5.0,2.0,0.0,0.0,167.0,2.0,19.0,1.0,6.0,81.0,37.0,7.0,2.0,8.0,19.0,0.0,0.0,0.0
2024-25,France Ligue 1,343351.0,V AtanganaEdoa,20.4,2005-08-25 00:00:00,France,173.0,Reims,34.0,2866.0,Midfielder,7.058360309999999,23.0,6.0,1.0,0.0,1085.0,14.0,74.0,16.0,37.0,350.0,193.0,45.0,15.0,53.0,59.0,7.0,0.0,0.0
2023-24,England Premier,319572.0,V Barco,56.1,1970-01-01 00:00:00,Argentina,170.0,Brighton,6.0,305.0,Defender,5.9399999999999995,2.0,2.0,0.0,0.0,187.0,4.0,11.0,0.0,4.0,47.0,24.0,9.0,5.0,7.0,7.0,1.0,0.0,0.0
2024-25,Spain La Liga,319572.0,V Barco,21.5,2004-07-23 00:00:00,Argentina,170.0,Sevilla,7.0,286.0,Defender,6.0171426,5.0,0.0,0.0,0.0,134.0,6.0,15.0,0.0,2.0,45.0,23.0,12.0,3.0,5.0,7.0,0.0,0.0,30925.0
2024-25,France Ligue 1,319572.0,V Barco,21.5,2004-07-23 00:00:00,Argentina,170.0,Strasbourg,14.0,1166.0,Defender,6.77485632,5.0,1.0,0.0,2.0,697.0,8.0,36.0,3.0,13.0,131.0,81.0,19.0,9.0,29.0,17.0,2.0,0.0,0.0
2025-26,France Ligue 1,319572.0,V Barco,21.5,2004-07-23 00:00:00,Argentina,170.0,Strasbourg,17.0,1425.0,Midfielder,7.2922,12.0,5.0,1.0,4.0,939.0,24.0,35.0,0.0,10.0,172.0,105.0,44.0,18.0,46.0,15.0,3.0,1.0,0.0
2024-25,Netherlands Eredivisie,584.0,V Barkas,31.7,1994-05-30 00:00:00,Greece,196.0,Utrecht,31.0,2790.0,Goalkeeper,7.34954749,0.0,0.0,0.0,0.0,958.0,0.0,1.0,0.0,0.0,14.0,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2025-26,Netherlands Eredivisie,584.0,V Barkas,31.7,1994-05-30 00:00:00,Greece,196.0,Utrecht,18.0,1589.0,Goalkeeper,7.3027,0.0,0.0,0.0,0.0,581.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-26,Italy Serie A,1134.0,V Bayo,29.0,1997-01-10 00:00:00,Cote Divoire,184.0,Udinese,10.0,294.0,Attacker,5.796,11.0,1.0,0.0,1.0,86.0,2.0,2.0,0.0,0.0,50.0,20.0,5.0,1.0,3.0,5.0,0.0,0.0,20935.0
2023-24,England Championship,1134.0,V Bayo,56.1,1970-01-01 00:00:00,Cote Divoire,184.0,Watford,39.0,2235.0,Attacker,6.56978284,40.0,17.0,6.0,3.0,516.0,25.0,24.0,5.0,5.0,260.0,95.0,31.0,16.0,16.0,30.0,2.0,1.0,0.0
2024-25,England Championship,1134.0,V Bayo,29.0,1997-01-10 00:00:00,Cote Divoire,184.0,Watford,3.0,227.0,Attacker,5.9926824,48.0,22.0,1.0,0.0,379.0,15.0,21.0,4.0,4.0,300.0,113.0,30.0,12.0,19.0,43.0,1.0,0.0,0.0
2024-25,Scotland Premier,162953.0,V Besuijen,24.8,2001-04-10 00:00:00,Netherlands,169.0,Aberdeen,11.0,183.0,Attacker,6.012,5.0,2.0,2.0,0.0,64.0,5.0,1.0,0.0,1.0,20.0,7.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0
2023-24,Germany Bundesliga,39071.0,V Boniface,56.1,1970-01-01 00:00:00,Nigeria,189.0,Leverkusen,23.0,1554.0,Attacker,7.114738539999999,63.0,34.0,14.0,8.0,374.0,22.0,6.0,1.0,0.0,204.0,96.0,88.0,46.0,17.0,16.0,2.0,0.0,0.0
2024-25,Germany Bundesliga,39071.0,V Boniface,25.1,2000-12-23 00:00:00,Nigeria,189.0,Leverkusen,19.0,1011.0,Attacker,6.486,39.0,18.0,8.0,1.0,234.0,10.0,5.0,0.0,0.0,145.0,60.0,36.0,15.0,8.0,14.0,2.0,0.0,39647.0
2025-26,0,0.0,V Boniface,0.0,0,0,0.0,Leverkusen,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127410.0
2025-26,Germany Bundesliga,39071.0,V Boniface,25.1,2000-12-23 00:00:00,Nigeria,189.0,Werder Bremen,11.0,325.0,Attacker,6.1456,12.0,6.0,0.0,2.0,109.0,7.0,2.0,0.0,0.0,52.0,28.0,14.0,5.0,6.0,1.0,1.0,0.0,0.0
